outlet_id,total_images,n_flagged,flagged_images,ranking,folder_median_consensus,review_folder
outlet_7b0d7e5d,10,0,[],"[""image_0001_1.jpg"", ""image_0003_1.jpg"", ""image_0004.jpg"", ""image_0002_1.jpg"", ""image_0004_1.jpg"", ""image_0006.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0003.jpg"", ""image_0002.jpg""]",0.501,0
outlet_7d7b1abc,25,1,"[{""file_name"": ""image_0019.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0018.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0019.jpg"", ""image_0004.jpg"", ""image_0021.jpg"", ""image_0015.jpg"", ""image_0008.jpg"", ""image_0017.jpg"", ""image_0012.jpg"", ""image_0022.jpg"", ""image_0001.jpg"", ""image_0009.jpg"", ""image_0024.jpg"", ""image_0018.jpg"", ""image_0003.jpg"", ""image_0007.jpg"", ""image_0023.jpg"", ""image_0011.jpg"", ""image_0006.jpg"", ""image_0025.jpg"", ""image_0014.jpg"", ""image_0002.jpg"", ""image_0016.jpg"", ""image_0013.jpg"", ""image_0010.jpg"", ""image_0020.jpg"", ""image_0005.jpg""]",0.8,0
outlet_7f1dd575,10,1,"[{""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.6204, ""reason"": ""Median similarity to peers 0.43 vs folder median 0.60 (modified z = -3.0; absolute floor 0.27). Scene reads as 'storefront' while 8/9 peers read as 'restaurant'. Signage text '01911 | 401550 | মোঃ' shares 0/26 tokens with outlet signage ('মোবাঃ ০১৭২৮-৫৪১৪৫৪ | উন্নতমানের ' | খাবার পরিবেশন ক্রা হ্য়…'). No geometric match to nearest peers (max 7 SIFT inliers).""}]","[""image_0001_1.jpg"", ""image_0002.jpg"", ""image_0009.jpg"", ""image_0008.jpg"", ""image_0006.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0007.jpg"", ""image_0004.jpg"", ""image_0003.jpg""]",0.6,0
outlet_8033796b,12,0,[],"[""image_0012.jpg"", ""image_0001.jpg"", ""image_0011.jpg"", ""image_0003.jpg"", ""image_0010.jpg"", ""image_0004.jpg"", ""image_0009.jpg"", ""image_0006.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0007.jpg"", ""image_0008.jpg""]",0.873,0
outlet_817272f8,5,0,[],"[""image_0003.jpg"", ""image_0001.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0002.jpg""]",0.851,0
outlet_827dd729,14,2,"[{""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.8878, ""reason"": ""Median similarity to peers 0.15 vs folder median 0.82 (modified z = -18.3; absolute floor 0.27). Scene reads as 'closed shutter' while 5/13 peers read as 'shop interior'. Signage text '[[ | sursik | ভাঃ @ঃ' shares 0/7 tokens with outlet signage ('নিউ | CER | ং'). No geometric match to nearest peers (max 6 SIFT inliers).""}, {""file_name"": ""image_0003.jpg"", ""suspicion_score"": 0.6281, ""reason"": ""Median similarity to peers 0.21 vs folder median 0.82 (modified z = -16.6; absolute floor 0.27). Scene reads as 'storefront' while 5/13 peers read as 'shop interior'. Signage text 'প | ঢাকা | IONNO' shares 0/3 tokens with outlet signage ('নিউ | CER | ং'). No geometric match to nearest peers (max 17 SIFT inliers).""}]","[""image_0001_1.jpg"", ""image_0003.jpg"", ""image_0001.jpg"", ""image_0012.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0011.jpg"", ""image_0005.jpg"", ""image_0006.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0009.jpg"", ""image_0013.jpg"", ""image_0010.jpg""]",0.823,0
outlet_830a6674,14,4,"[{""file_name"": ""image_0004.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0003.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0009.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0008.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0013.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0012.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0014.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0012.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0004.jpg"", ""image_0009.jpg"", ""image_0013.jpg"", ""image_0014.jpg"", ""image_0007.jpg"", ""image_0002.jpg"", ""image_0012.jpg"", ""image_0011.jpg"", ""image_0006.jpg"", ""image_0008.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0010.jpg"", ""image_0003.jpg""]",0.651,0
outlet_830ca989,19,0,[],"[""image_0017.jpg"", ""image_0001.jpg"", ""image_0013.jpg"", ""image_0015.jpg"", ""image_0002.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0010.jpg"", ""image_0014.jpg"", ""image_0018.jpg"", ""image_0005.jpg"", ""image_0009.jpg"", ""image_0008.jpg"", ""image_0019.jpg"", ""image_0011.jpg"", ""image_0007.jpg"", ""image_0004.jpg"", ""image_0012.jpg"", ""image_0016.jpg""]",0.83,0
outlet_8543b5b4,10,1,"[{""file_name"": ""image_0004_1.jpg"", ""suspicion_score"": 0.7913, ""reason"": ""Median similarity to peers 0.16 vs folder median 0.80 (modified z = -5.1; absolute floor 0.27). Scene reads as 'closed shutter' while 5/9 peers read as 'storefront'. No readable signage text, while peers show '5 | 01 | 01'. No geometric match to nearest peers (max 11 SIFT inliers).""}]","[""image_0004_1.jpg"", ""image_0002_1.jpg"", ""image_0003_1.jpg"", ""image_0001_1.jpg"", ""image_0004.jpg"", ""image_0006.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0002.jpg"", ""image_0003.jpg""]",0.798,0
outlet_867ffca6,15,0,[],"[""image_0003.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0015.jpg"", ""image_0001.jpg"", ""image_0006.jpg"", ""image_0009.jpg"", ""image_0005.jpg"", ""image_0013.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0010.jpg"", ""image_0014.jpg"", ""image_0011.jpg"", ""image_0012.jpg""]",0.82,0
outlet_875df2f2,13,0,[],"[""image_0004.jpg"", ""image_0009.jpg"", ""image_0007.jpg"", ""image_0006.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0008.jpg"", ""image_0012.jpg"", ""image_0013.jpg"", ""image_0003.jpg"", ""image_0011.jpg"", ""image_0002.jpg"", ""image_0010.jpg""]",0.718,0
outlet_89fe040d,25,4,"[{""file_name"": ""image_0002.jpg"", ""suspicion_score"": 0.6956, ""reason"": ""Median similarity to peers 0.34 vs folder median 0.80 (modified z = -8.3; absolute floor 0.27). Scene reads as 'poster close-up' while 19/23 peers read as 'storefront'. Signage text 'ডবিল | করন | বিকাশ' shares 1/15 tokens with outlet signage ('স | বিকাশ | খোলা;'). No geometric match to nearest peers (max 6 SIFT inliers).""}, {""file_name"": ""image_0007.jpg"", ""suspicion_score"": 0.4375, ""reason"": ""Median similarity to peers 0.42 vs folder median 0.80 (modified z = -6.8; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. Signage text '9 | ন্ | 9' shares 0/4 tokens with outlet signage ('স | বিকাশ | খোলা;'). No geometric match to nearest peers (max 14 SIFT inliers).""}, {""file_name"": ""image_0008.jpg"", ""suspicion_score"": 0.4035, ""reason"": ""Median similarity to peers 0.42 vs folder median 0.80 (modified z = -6.8; absolute floor 0.27). Scene reads as 'restaurant' while 19/23 peers read as 'storefront'. Signage text '১৪৯০ | ক্যশ আউটে | সুবিধা ডাবল @০' shares 6/8 tokens with outlet signage ('স | বিকাশ | খোলা;'). No geometric match to nearest peers (max 19 SIFT inliers).""}, {""file_name"": ""image_0006.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0005.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0002.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0006.jpg"", ""image_0011.jpg"", ""image_0004.jpg"", ""image_0009.jpg"", ""image_0016.jpg"", ""image_0010.jpg"", ""image_0001.jpg"", ""image_0025.jpg"", ""image_0023.jpg"", ""image_0013.jpg"", ""image_0005.jpg"", ""image_0022.jpg"", ""image_0003.jpg"", ""image_0017.jpg"", ""image_0014.jpg"", ""image_0024.jpg"", ""image_0019.jpg"", ""image_0012.jpg"", ""image_0021.jpg"", ""image_0015.jpg"", ""image_0018.jpg"", ""image_0020.jpg""]",0.799,0
outlet_8c4b499e,9,0,[],"[""image_0007.jpg"", ""image_0005.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0009.jpg"", ""image_0008.jpg"", ""image_0001.jpg"", ""image_0002.jpg"", ""image_0006.jpg""]",0.728,0
outlet_8cae84d2,8,0,[],"[""image_0003.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0006.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0007.jpg"", ""image_0008.jpg""]",0.81,0
outlet_927fbbbb,8,1,"[{""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.8249, ""reason"": ""Median similarity to peers 0.10 vs folder median 0.45 (modified z = -2.1; absolute floor 0.27). Scene reads as 'closed shutter' while 4/7 peers read as 'storefront'. No readable signage text, while peers show 'নিউ | পথ | পথ'. No geometric match to nearest peers (max 4 SIFT inliers).""}]","[""image_0002_1.jpg"", ""image_0006.jpg"", ""image_0001_1.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0002.jpg""]",0.448,1
outlet_9486512c,8,0,[],"[""image_0003.jpg"", ""image_0005.jpg"", ""image_0008.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0001.jpg"", ""image_0004.jpg"", ""image_0007.jpg""]",0.79,0
outlet_94a1339f,12,0,[],"[""image_0001.jpg"", ""image_0006.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0012.jpg"", ""image_0009.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0008.jpg"", ""image_0010.jpg"", ""image_0007.jpg"", ""image_0011.jpg""]",0.574,0
outlet_95569b27,11,0,[],"[""image_0004.jpg"", ""image_0011.jpg"", ""image_0001.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0010.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0009.jpg"", ""image_0005.jpg"", ""image_0003.jpg""]",0.839,0
outlet_956b57b6,7,0,[],"[""image_0003.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0007.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0006.jpg""]",0.75,0
outlet_9587ffc0,12,0,[],"[""image_0008.jpg"", ""image_0003.jpg"", ""image_0011.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0002.jpg"", ""image_0012.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0010.jpg"", ""image_0009.jpg"", ""image_0001.jpg""]",0.8,0
outlet_96903c66,18,7,"[{""file_name"": ""image_0018.jpg"", ""suspicion_score"": 0.8751, ""reason"": ""Median similarity to peers 0.14 vs folder median 0.46 (modified z = -6.5; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. No readable signage text, while peers show '01735 | 01920- | -667772'. No geometric match to nearest peers (max 5 SIFT inliers). 3 other images in this folder resemble it (median similarity 0.78) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0017.jpg"", ""suspicion_score"": 0.6006, ""reason"": ""Median similarity to peers 0.24 vs folder median 0.46 (modified z = -4.4; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. No readable signage text, while peers show '01735 | 01920- | -667772'. No geometric match to nearest peers (max 19 SIFT inliers). 3 other images in this folder resemble it (median similarity 0.80) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0002.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0001.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0004.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0003.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0006.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0005.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0008.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0007.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0011.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0010.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0018.jpg"", ""image_0017.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0006.jpg"", ""image_0008.jpg"", ""image_0011.jpg"", ""image_0005.jpg"", ""image_0014.jpg"", ""image_0003.jpg"", ""image_0009.jpg"", ""image_0016.jpg"", ""image_0001.jpg"", ""image_0012.jpg"", ""image_0013.jpg"", ""image_0015.jpg"", ""image_0010.jpg"", ""image_0007.jpg""]",0.459,0
outlet_9c031b9b,19,4,"[{""file_name"": ""image_0003_1.jpg"", ""suspicion_score"": 0.9091, ""reason"": ""Median similarity to peers 0.13 vs folder median 0.71 (modified z = -13.2; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. Signage text '01852-470162 | 01707-398776 | প্রোঃ' shares 0/12 tokens with outlet signage ('MYMENSINGH | CHAMPIONS | ৫০ জন'). No geometric match to nearest peers (max 7 SIFT inliers).""}, {""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.8901, ""reason"": ""Median similarity to peers 0.11 vs folder median 0.71 (modified z = -13.7; absolute floor 0.27). Scene reads as 'storefront' while 10/18 peers read as 'closed shutter'. Signage text 'মা | বৈশাখী | প্রোঃ' shares 0/15 tokens with outlet signage ('MYMENSINGH | CHAMPIONS | ৫০ জন'). No geometric match to nearest peers (max 9 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.65) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.7981, ""reason"": ""Median similarity to peers 0.24 vs folder median 0.71 (modified z = -10.8; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. Signage text 'বা | প্যান্ট, | ফতুয়া' shares 0/8 tokens with outlet signage ('MYMENSINGH | CHAMPIONS | ৫০ জন'). No geometric match to nearest peers (max 8 SIFT inliers).""}, {""file_name"": ""image_0004_1.jpg"", ""suspicion_score"": 0.7718, ""reason"": ""Median similarity to peers 0.28 vs folder median 0.71 (modified z = -9.8; absolute floor 0.27). Scene reads as 'storefront' while 10/18 peers read as 'closed shutter'. No readable signage text, while peers show 'MYMENSINGH | CHAMPIONS | ৫০ জন'. No geometric match to nearest peers (max 7 SIFT inliers).""}]","[""image_0003_1.jpg"", ""image_0001_1.jpg"", ""image_0002_1.jpg"", ""image_0004_1.jpg"", ""image_0012.jpg"", ""image_0004.jpg"", ""image_0006.jpg"", ""image_0013.jpg"", ""image_0011.jpg"", ""image_0002.jpg"", ""image_0014.jpg"", ""image_0003.jpg"", ""image_0015.jpg"", ""image_0008.jpg"", ""image_0009.jpg"", ""image_0007.jpg"", ""image_0010.jpg"", ""image_0001.jpg"", ""image_0005.jpg""]",0.706,0
outlet_9e5d2ebe,9,1,"[{""file_name"": ""image_0007.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0006.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0007.jpg"", ""image_0009.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0004.jpg"", ""image_0008.jpg""]",0.803,0
outlet_9f1d1b48,22,2,"[{""file_name"": ""image_0003.jpg"", ""suspicion_score"": 0.5719, ""reason"": ""Median similarity to peers 0.09 vs folder median 0.50 (modified z = -2.1; absolute floor 0.27). Scene reads as 'poster close-up' while 12/20 peers read as 'storefront'. Signage text '১১০১৯৫ | ক্যাশ আউট | কাশ' shares 6/15 tokens with outlet signage ('চাজ | কাশ | হাজার'). No geometric match to nearest peers (max 32 SIFT inliers). 3 other images in this folder resemble it (median similarity 0.73) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0005.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0004.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0003.jpg"", ""image_0008.jpg"", ""image_0007.jpg"", ""image_0006.jpg"", ""image_0005.jpg"", ""image_0003_1.jpg"", ""image_0002_1.jpg"", ""image_0004_1.jpg"", ""image_0001_1.jpg"", ""image_0001.jpg"", ""image_0017.jpg"", ""image_0011.jpg"", ""image_0014.jpg"", ""image_0004.jpg"", ""image_0018.jpg"", ""image_0016.jpg"", ""image_0009.jpg"", ""image_0010.jpg"", ""image_0002.jpg"", ""image_0012.jpg"", ""image_0013.jpg"", ""image_0015.jpg""]",0.499,0
outlet_aa2e6f06,7,1,"[{""file_name"": ""image_0006.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0005.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0006.jpg"", ""image_0004.jpg"", ""image_0002.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0001.jpg"", ""image_0007.jpg""]",0.524,0
outlet_aa55187a,15,4,"[{""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.8083, ""reason"": ""Median similarity to peers 0.22 vs folder median 0.70 (modified z = -5.0; absolute floor 0.27). Scene reads as 'street scene' while 13/14 peers read as 'closed shutter'. No readable signage text, while peers show 'হাজার | AHAD GADGET | AHAD GAD'. No geometric match to nearest peers (max 6 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.82) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0001_1_1.jpg"", ""suspicion_score"": 0.7443, ""reason"": ""Median similarity to peers 0.17 vs folder median 0.70 (modified z = -5.4; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. No readable signage text, while peers show 'হাজার | AHAD GADGET | AHAD GAD'. No geometric match to nearest peers (max 4 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.82) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0003_1.jpg"", ""suspicion_score"": 0.6576, ""reason"": ""Median similarity to peers 0.38 vs folder median 0.70 (modified z = -3.3; absolute floor 0.27). Scene reads as 'restaurant' while 13/14 peers read as 'closed shutter'. No readable signage text, while peers show 'হাজার | AHAD GADGET | AHAD GAD'. No geometric match to nearest peers (max 5 SIFT inliers).""}, {""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.6243, ""reason"": ""Median similarity to peers 0.36 vs folder median 0.70 (modified z = -3.5; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. Signage text 'মেলীী ২৪ | পেমেন্ট বিকাশ করুন | সুপীর শপ' shares 1/18 tokens with outlet signage ('হাজার | AHAD GADGET | AHAD GAD'). No geometric match to nearest peers (max 10 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.71) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}]","[""image_0002_1.jpg"", ""image_0001_1_1.jpg"", ""image_0003_1.jpg"", ""image_0001_1.jpg"", ""image_0004.jpg"", ""image_0006.jpg"", ""image_0011.jpg"", ""image_0002.jpg"", ""image_0007.jpg"", ""image_0001.jpg"", ""image_0010.jpg"", ""image_0003.jpg"", ""image_0008.jpg"", ""image_0009.jpg"", ""image_0005.jpg""]",0.704,0
outlet_aa9c72d7,20,2,"[{""file_name"": ""image_0005.jpg"", ""suspicion_score"": 0.9053, ""reason"": ""Median similarity to peers 0.10 vs folder median 0.82 (modified z = -19.7; absolute floor 0.27). Scene reads as 'poster close-up' while 13/19 peers read as 'storefront'. Signage text '৯৫ | ১১৩) | হাজার' shares 2/11 tokens with outlet signage ('১৪৯০ | ইন্টারনেট | ক্যাশ'). No geometric match to nearest peers (max 7 SIFT inliers).""}, {""file_name"": ""image_0006.jpg"", ""suspicion_score"": 0.8229, ""reason"": ""Median similarity to peers 0.17 vs folder median 0.82 (modified z = -17.9; absolute floor 0.27). Scene reads as 'poster close-up' while 13/19 peers read as 'storefront'. Signage text '01959 | 127 | ১০' shares 0/4 tokens with outlet signage ('১৪৯০ | ইন্টারনেট | ক্যাশ'). No geometric match to nearest peers (max 5 SIFT inliers).""}]","[""image_0005.jpg"", ""image_0006.jpg"", ""image_0013.jpg"", ""image_0002.jpg"", ""image_0017.jpg"", ""image_0014.jpg"", ""image_0015.jpg"", ""image_0020.jpg"", ""image_0011.jpg"", ""image_0012.jpg"", ""image_0008.jpg"", ""image_0004.jpg"", ""image_0018.jpg"", ""image_0001.jpg"", ""image_0009.jpg"", ""image_0003.jpg"", ""image_0016.jpg"", ""image_0010.jpg"", ""image_0007.jpg"", ""image_0019.jpg""]",0.816,0
outlet_ab1e8a98,10,0,[],"[""image_0001.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0008.jpg"", ""image_0007.jpg"", ""image_0010.jpg"", ""image_0009.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0004.jpg""]",0.633,0
outlet_abd3f7bb,9,3,"[{""file_name"": ""image_0001.jpg"", ""suspicion_score"": 0.7755, ""reason"": ""Median similarity to peers 0.16 vs folder median 0.50 (modified z = -4.2; absolute floor 0.27). Scene reads as 'closed shutter' while 3/6 peers read as 'storefront'. Signage text 'আল-আমিন - ১১৭৫৪-১৯২৭' shares 0/4 tokens with outlet signage ('১৪৯০ | 450 | বিক্রয়'). No geometric match to nearest peers (max 0 SIFT inliers).""}, {""file_name"": ""image_0004.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0003.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}, {""file_name"": ""image_0008.jpg"", ""suspicion_score"": 0.3, ""reason"": ""Identical copy of image_0007.jpg (content hash match); duplicate submission adds no new evidence of a visit.""}]","[""image_0001.jpg"", ""image_0004.jpg"", ""image_0008.jpg"", ""image_0007.jpg"", ""image_0009.jpg"", ""image_0006.jpg"", ""image_0002.jpg"", ""image_0005.jpg"", ""image_0003.jpg""]",0.5,0
outlet_ac1973a7,12,0,[],"[""image_0012.jpg"", ""image_0001.jpg"", ""image_0011.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0003.jpg"", ""image_0008.jpg"", ""image_0004.jpg"", ""image_0005.jpg"", ""image_0009.jpg"", ""image_0010.jpg"", ""image_0002.jpg""]",0.77,0
outlet_ac589c16,6,1,"[{""file_name"": ""image_0002.jpg"", ""suspicion_score"": 0.8088, ""reason"": ""Median similarity to peers 0.24 vs folder median 0.39 (modified z = -10.0; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. No readable signage text, while peers show 'সুপর | মতর | ৪১৯৭৯৮'. No geometric match to nearest peers (max 7 SIFT inliers).""}]","[""image_0002.jpg"", ""image_0006.jpg"", ""image_0001.jpg"", ""image_0003.jpg"", ""image_0005.jpg"", ""image_0004.jpg""]",0.39,1
outlet_ac5f17a2,40,0,[],"[""image_0001.jpg"", ""image_0019.jpg"", ""image_0014.jpg"", ""image_0028.jpg"", ""image_0013.jpg"", ""image_0026.jpg"", ""image_0037.jpg"", ""image_0031.jpg"", ""image_0012.jpg"", ""image_0035.jpg"", ""image_0030.jpg"", ""image_0011.jpg"", ""image_0032.jpg"", ""image_0009.jpg"", ""image_0007.jpg"", ""image_0005.jpg"", ""image_0038.jpg"", ""image_0008.jpg"", ""image_0010.jpg"", ""image_0025.jpg"", ""image_0002.jpg"", ""image_0036.jpg"", ""image_0034.jpg"", ""image_0021.jpg"", ""image_0040.jpg"", ""image_0033.jpg"", ""image_0017.jpg"", ""image_0022.jpg"", ""image_0018.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0024.jpg"", ""image_0016.jpg"", ""image_0023.jpg"", ""image_0029.jpg"", ""image_0027.jpg"", ""image_0015.jpg"", ""image_0039.jpg"", ""image_0020.jpg"", ""image_0004.jpg""]",0.808,0
outlet_ac904859,12,3,"[{""file_name"": ""image_0001_1.jpg"", ""suspicion_score"": 0.7153, ""reason"": ""Median similarity to peers 0.31 vs folder median 0.78 (modified z = -6.7; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. Signage text 'LICL | পেমেন্ট | IlP' shares 0/3 tokens with outlet signage ('নিবাশ | হাজার | ১৪৯৫'). No geometric match to nearest peers (max 8 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.69) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0002_1.jpg"", ""suspicion_score"": 0.7033, ""reason"": ""Median similarity to peers 0.32 vs folder median 0.78 (modified z = -6.5; absolute floor 0.27). Scene reads as 'shop interior' while 8/11 peers read as 'storefront'. No readable signage text, while peers show 'নিবাশ | হাজার | ১৪৯৫'. No geometric match to nearest peers (max 6 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.70) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}, {""file_name"": ""image_0003_1.jpg"", ""suspicion_score"": 0.6276, ""reason"": ""Median similarity to peers 0.38 vs folder median 0.78 (modified z = -5.6; absolute floor 0.27). Same scene type as peers ('storefront') but not the same place. No readable signage text, while peers show 'নিবাশ | হাজার | ১৪৯৫'. No geometric match to nearest peers (max 10 SIFT inliers). 2 other images in this folder resemble it (median similarity 0.78) but none of them matches the rest of the folder either: a coherent group that is foreign as a whole.""}]","[""image_0001_1.jpg"", ""image_0002_1.jpg"", ""image_0003_1.jpg"", ""image_0004.jpg"", ""image_0008.jpg"", ""image_0006.jpg"", ""image_0007.jpg"", ""image_0001.jpg"", ""image_0005.jpg"", ""image_0002.jpg"", ""image_0009.jpg"", ""image_0003.jpg""]",0.778,0
outlet_acf74822,15,0,[],"[""image_0005.jpg"", ""image_0013.jpg"", ""image_0003.jpg"", ""image_0006.jpg"", ""image_0014.jpg"", ""image_0007.jpg"", ""image_0008.jpg"", ""image_0010.jpg"", ""image_0012.jpg"", ""image_0001.jpg"", ""image_0015.jpg"", ""image_0004.jpg"", ""image_0011.jpg"", ""image_0009.jpg"", ""image_0002.jpg""]",0.599,0
outlet_ad9690eb,17,0,[],"[""image_0014.jpg"", ""image_0001.jpg"", ""image_0010.jpg"", ""image_0007.jpg"", ""image_0012.jpg"", ""image_0011.jpg"", ""image_0005.jpg"", ""image_0017.jpg"", ""image_0009.jpg"", ""image_0013.jpg"", ""image_0016.jpg"", ""image_0002.jpg"", ""image_0006.jpg"", ""image_0015.jpg"", ""image_0004.jpg"", ""image_0003.jpg"", ""image_0008.jpg""]",0.727,0
outlet_aeaf0389,6,1,"[{""file_name"": ""image_0001.jpg"", ""suspicion_score"": 0.7498, ""reason"": ""Median similarity to peers 0.29 vs folder median 0.68 (modified z = -8.6; absolute floor 0.27). Same scene type as peers ('closed shutter') but not the same place. Signage text 'শখা | বগুড়া | -814006|' shares 0/4 tokens with outlet signage ('English | DAT | মোবাইল: ০১৭৩৯-২০২৭০০'). No geometric match to nearest peers (max 6 SIFT inliers).""}]","[""image_0001.jpg"", ""image_0002.jpg"", ""image_0004.jpg"", ""image_0006.jpg"", ""image_0003.jpg"", ""image_0005.jpg""]",0.681,0
